"Lon";"Lat";"scientificName";"year";"month";"day";"accessRights";"bibliographicCitation";"X_leaflet_id";"layerId";"edit_id"
"2846";8.80314;41.69849;"Paramuricea clavata (Risso, 1827)";"2008";"8";"4";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2847";9.41861;41.74694;"Paramuricea clavata (Risso, 1827)";"2008";"8";"31";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2848";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2008";"9";"6";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2849";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2008";"9";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2850";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2008";"9";"6";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2851";9.40167;41.79667;"Paramuricea clavata (Risso, 1827)";"2008";"9";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2852";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2008";"10";"5";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2853";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2008";"10";"4";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2854";9.40167;41.79667;"Paramuricea clavata (Risso, 1827)";"2008";"10";"5";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2855";9.8514;44.0236;"Paramuricea clavata (Risso, 1827)";"2008";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2856";5.27522;43.12336;"Paramuricea clavata (Risso, 1827)";"2008";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2857";5.201752;43.122664;"Paramuricea clavata (Risso, 1827)";"2008";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2858";5.234392;43.104533;"Paramuricea clavata (Risso, 1827)";"2008";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2859";5.232816;43.111162;"Paramuricea clavata (Risso, 1827)";"2008";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2860";5.232516;43.102166;"Paramuricea clavata (Risso, 1827)";"2008";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2861";5.34018;43.21017;"Paramuricea clavata (Risso, 1827)";"2007";"4";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2862";5.37186;43.17784;"Paramuricea clavata (Risso, 1827)";"2007";"4";"17";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2863";5.34003;43.20882;"Paramuricea clavata (Risso, 1827)";"2007";"4";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2864";5.37089;43.17654;"Paramuricea clavata (Risso, 1827)";"2007";"4";"18";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2865";5.33848;43.20783;"Paramuricea clavata (Risso, 1827)";"2007";"4";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2866";5.33748;43.20735;"Paramuricea clavata (Risso, 1827)";"2007";"4";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2867";5.33794;43.20578;"Paramuricea clavata (Risso, 1827)";"2007";"5";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2868";5.33747;43.2075;"Paramuricea clavata (Risso, 1827)";"2007";"5";"25";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2869";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2007";"5";"17";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2870";5.37087;43.17648;"Paramuricea clavata (Risso, 1827)";"2007";"5";"25";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2871";5.33281;43.21057;"Paramuricea clavata (Risso, 1827)";"2007";"5";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2872";9.41324;41.71057;"Paramuricea clavata (Risso, 1827)";"2007";"5";"27";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2873";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2007";"5";"13";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2874";9.41333;41.71056;"Paramuricea clavata (Risso, 1827)";"2007";"5";"27";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2875";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2007";"5";"13";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2876";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2007";"6";"30";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2877";6.07095;43.03925;"Paramuricea clavata (Risso, 1827)";"2007";"6";"9";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2878";6.40841;43.01945;"Paramuricea clavata (Risso, 1827)";"2007";"6";"9";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2879";9.40167;41.79667;"Paramuricea clavata (Risso, 1827)";"2007";"6";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2880";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2007";"6";"30";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2881";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2007";"7";"11";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2882";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2007";"7";"13";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2883";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2007";"7";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2884";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2007";"7";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2885";9.40167;41.79667;"Paramuricea clavata (Risso, 1827)";"2007";"7";"13";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2886";9.405;41.77444;"Paramuricea clavata (Risso, 1827)";"2007";"7";"11";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2887";6.070115;43.040043;"Paramuricea clavata (Risso, 1827)";"2007";"8";"4";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2888";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2007";"8";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2889";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2007";"8";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2890";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2007";"9";"22";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2891";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2007";"9";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2892";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2007";"9";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2893";9.41917;41.74893;"Paramuricea clavata (Risso, 1827)";"2007";"9";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2894";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2007";"9";"22";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2895";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2007";"9";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2896";9.41917;41.74889;"Paramuricea clavata (Risso, 1827)";"2007";"9";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2897";23.5976;35.6338;"Paramuricea clavata (Risso, 1827)";"2007";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2898";15.524;42.1386;"Paramuricea clavata (Risso, 1827)";"2007";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2899";23.9276;39.2655;"Paramuricea clavata (Risso, 1827)";"2007";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2900";26.3769;39.3726;"Paramuricea clavata (Risso, 1827)";"2007";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2901";26.4196;39.342;"Paramuricea clavata (Risso, 1827)";"2007";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2902";18.3668;39.7892;"Paramuricea clavata (Risso, 1827)";"2007";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2903";9.8514;44.0236;"Paramuricea clavata (Risso, 1827)";"2007";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2904";5.39315;43.17247;"Paramuricea clavata (Risso, 1827)";"2006";"2";"25";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2905";6.36291;43.01887;"Paramuricea clavata (Risso, 1827)";"2006";"5";"27";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2906";5.3904;43.1718;"Paramuricea clavata (Risso, 1827)";"2006";"8";"10";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2907";7.08278;43.54028;"Paramuricea clavata (Risso, 1827)";"2006";"8";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2908";5.77567;43.07718;"Paramuricea clavata (Risso, 1827)";"2006";"9";"30";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2909";5.74963;43.07542;"Paramuricea clavata (Risso, 1827)";"2006";"9";"30";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2910";5.75327;43.07573;"Paramuricea clavata (Risso, 1827)";"2006";"10";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2911";5.77523;43.07324;"Paramuricea clavata (Risso, 1827)";"2006";"10";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2912";9.40712;41.78123;"Paramuricea clavata (Risso, 1827)";"2006";"10";"30";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2913";9.40164;41.7797;"Paramuricea clavata (Risso, 1827)";"2006";"10";"30";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2914";5.37087;43.17648;"Paramuricea clavata (Risso, 1827)";"2006";"10";"22";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2915";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2006";"11";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2916";9.40167;41.79667;"Paramuricea clavata (Risso, 1827)";"2006";"11";"12";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2917";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2006";"11";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2918";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2006";"12";"2";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2919";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2006";"12";"2";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2920";12.633;35.5156;"Paramuricea clavata (Risso, 1827)";"2006";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2921";9.8514;44.0236;"Paramuricea clavata (Risso, 1827)";"2006";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2922";5.4042;43.17472;"Paramuricea clavata (Risso, 1827)";"2006";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2923";5.3886;43.1724;"Paramuricea clavata (Risso, 1827)";"2006";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2924";8.53907;42.35636;"Paramuricea clavata (Risso, 1827)";"2006";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2925";9.21278;41.31194;"Paramuricea clavata (Risso, 1827)";"2006";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2926";0.68508;39.8961;"Paramuricea clavata (Risso, 1827)";"2006";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2927";9.85135;44.0224;"Paramuricea clavata (Risso, 1827)";"2006";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2928";9.85018;44.0236;"Paramuricea clavata (Risso, 1827)";"2006";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2929";5.38416;43.17394;"Paramuricea clavata (Risso, 1827)";"2005";"1";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2930";5.3941;43.17113;"Paramuricea clavata (Risso, 1827)";"2005";"1";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2931";5.37091;43.17624;"Paramuricea clavata (Risso, 1827)";"2005";"1";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2932";5.39881;43.17677;"Paramuricea clavata (Risso, 1827)";"2005";"1";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2933";5.50501;43.19729;"Paramuricea clavata (Risso, 1827)";"2005";"1";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2934";5.39163;43.18581;"Paramuricea clavata (Risso, 1827)";"2005";"1";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2935";5.36343;43.19626;"Paramuricea clavata (Risso, 1827)";"2005";"1";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2936";5.33692;43.20721;"Paramuricea clavata (Risso, 1827)";"2005";"1";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2937";8.64861;42.47222;"Paramuricea clavata (Risso, 1827)";"2005";"5";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2938";6.85592;43.4082;"Paramuricea clavata (Risso, 1827)";"2005";"6";"12";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2939";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2005";"6";"18";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2940";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2005";"6";"18";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2941";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2005";"7";"26";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2942";9.42041;41.74842;"Paramuricea clavata (Risso, 1827)";"2005";"7";"17";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2943";9.41857;41.74682;"Paramuricea clavata (Risso, 1827)";"2005";"7";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2944";9.41857;41.74682;"Paramuricea clavata (Risso, 1827)";"2005";"7";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2945";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2005";"7";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2946";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2005";"7";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2947";9.41861;41.74694;"Paramuricea clavata (Risso, 1827)";"2005";"7";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2948";9.41861;41.74694;"Paramuricea clavata (Risso, 1827)";"2005";"7";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2949";9.405;41.77444;"Paramuricea clavata (Risso, 1827)";"2005";"7";"26";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2950";9.42028;41.74833;"Paramuricea clavata (Risso, 1827)";"2005";"7";"17";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2951";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2005";"8";"13";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2952";9.40167;41.79667;"Paramuricea clavata (Risso, 1827)";"2005";"8";"13";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2953";8.649;42.46998;"Paramuricea clavata (Risso, 1827)";"2005";"8";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2954";9.42041;41.74842;"Paramuricea clavata (Risso, 1827)";"2005";"9";"25";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2955";9.42028;41.74833;"Paramuricea clavata (Risso, 1827)";"2005";"9";"25";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2956";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2005";"10";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2957";9.40167;41.79667;"Paramuricea clavata (Risso, 1827)";"2005";"10";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2958";5.34003;43.20882;"Paramuricea clavata (Risso, 1827)";"2005";"11";"5";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2959";9.85018;44.0236;"Paramuricea clavata (Risso, 1827)";"2005";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2960";9.85135;44.0224;"Paramuricea clavata (Risso, 1827)";"2005";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2961";9.14649;41.272415;"Paramuricea clavata (Risso, 1827)";"2005";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2962";9.225028;41.305755;"Paramuricea clavata (Risso, 1827)";"2005";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2963";5.28863;43.25978;"Paramuricea clavata (Risso, 1827)";"2004";"1";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
